"height","reproductive_tiller_ct","florets_per_spikelet","emergence_percent","stem_diameter","yield_per_plant","floret_site_utilization","spikelet_density","yield_per_spike","thousand_grain_weight","spikelets_per_spike","merge_col","flag_leaf_area","anthesis_score"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN07C10_TLI_2018_2",NA,NA
"90","95","5","1.111111111","1.34",NA,"0.017419355","1.148148148","0.0088733",NA,20.6666666666667,"WGN15D11_TLI_2018_2",9.9,5
"105","90","5.666666667","1","1.913333333",NA,"0.009207161","0.884615385","0.0066",NA,23,"WGN45C19_TLI_2018_2",22.8,5
"100","162","4.333333333","0.835443038","1.996666667",NA,NA,"0.924050633",NA,NA,24.3333333333333,"WGN63D46_TLI_2018_2",17.6,6
"105","82","5.666666667","0.988235294","1.966666667",NA,"0.012217195","0.917647059","0.0117",NA,26,"WGN63D14_TLI_2018_2",16,5
"95","63","4.333333333","1.084337349","2.16",NA,"0.024497041","0.78313253","0.0159","6.913",21.6666666666667,"WGN26P01_TLI_2018_2",28.8,7
"85","69","3.666666667","0.97752809","2.36",NA,NA,"0.865168539",NA,NA,25.6666666666667,"WGN45D37_TLI_2018_2",10.8,5
"85","41","4","0.904761905","2.023333333",NA,"0.00234375","1.015873016",NA,NA,21.3333333333333,"WGN36D22_TLI_2018_2",15,5
"100","50","10.66666667","0.75","3.286666667",NA,"0.2678713","0.86","0.472472727","6.19",28.6666666666667,"WGN07C02_TLI_2017_1",46.8,6
"105","72","10.33333333","1","3.656666667",NA,"0.386429366","0.763157895","0.7082832","6.57",29,"WGN07C03_TLI_2017_1",43.2,8
"95","70","9.666666667","0.808988764","2.93",NA,"0.376628352","0.91011236","0.633119","7.02",27,"WGN07C04_TLI_2017_1",39.6,6
"115","135","6","1.053435115","3.233333333",NA,"0.638278388","0.694656489","0.755710833","8.016",30.3333333333333,"WGN07C05_TLI_2017_1",53.2,10
"100","90","8.666666667","0.633027523","2.73",NA,"0.444301126","0.752293578","0.570786125","5.874",27.3333333333333,"WGN07C06_TLI_2017_1",57.6,6
"90","45","11","1.132075472","3.073333333",NA,"0.300997783","0.773584906","0.573464","6.592",27.3333333333333,"WGN07C07_TLI_2017_1",61.6,8
"100","59","10.33333333","0.804878049","3.466666667",NA,"0.231918506","0.772357724","0.551162222","8.101",31.6666666666667,"WGN07C08_TLI_2017_1",78.2,7
"115","75","8","1.041509434","3.093333333",NA,"0.425287356","0.656603774","0.816017778","9.074",29,"WGN07C09_TLI_2017_1",43.2,9
"60","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN07C10_TLI_2017_1",24.2,NA
"105","53","7","0.721153846","3.323333333",NA,"0.451993355","0.826923077","0.4819885","5.22",28.6666666666667,"WGN07C13_TLI_2017_1",44.2,6
"115","104","9","0.875","3.45",NA,"0.382758621","0.725","0.600915","6.473",29,"WGN07C14_TLI_2017_1",60.8,8
"90","104","8.666666667","1.130434783","1.973333333",NA,"0.38229638","0.985507246","0.43359","6.077",22.6666666666667,"WGN07C15_TLI_2017_1",40.8,6
"85","62","9.333333333","0.711864407","3.453333333",NA,"0.239079103","0.652542373",NA,"7.561",25.6666666666667,"WGN07C19_TLI_2017_1",40.8,6
"95","97","9.333333333","0.884792627","2.963333333",NA,"0.409724613","0.764976959","0.6263175","6.436",27.6666666666667,"WGN07C21_TLI_2017_1",57.8,8
"95","41","7.333333333","0.189473684","3.206666667",NA,"0.234297521","0.694736842","0.2119208","6.182",22,"WGN07C22_TLI_2017_1",51,5
"80","83","9","0.886363636","2.936666667",NA,"0.391431353","0.897727273","0.513659615","5.902",26.3333333333333,"WGN07C24_TLI_2017_1",28,7
"125","124","8.333333333","0.724137931","3.353333333",NA,"0.445980583","0.887931034","0.731731","5.973",34.3333333333333,"WGN07C25_TLI_2017_1",54,6
"115","81","9.333333333","0.741312741","3.44",NA,"0.349350649","0.764478764","0.6960995","7.07",33,"WGN07C27_TLI_2017_1",50.4,7
"90","79","10","0.775862069","3.39",NA,"0.413333333","0.775862069","0.654804","5.874",30,"WGN07C28_TLI_2017_1",48,6
"115","121","9","0.995260664","2.75",NA,"0.338202247","0.843601896","0.5331765","6.831",29.6666666666667,"WGN07C30_TLI_2017_1",36.4,8
"100","104","9.333333333","0.845360825","3.573333333",NA,"0.397593168","0.632302405","0.627627","5.766",30.6666666666667,"WGN07C31_TLI_2017_1",56,8
"100","56","7","0.736842105","2.94",NA,"0.554263566","0.754385965","0.602277778","6.422",28.6666666666667,"WGN07C32_TLI_2017_1",54,6
"100","57","8","0.486486486","3.216666667",NA,"0.201822917","0.691891892","0.179881111","5.514",21.3333333333333,"WGN07C33_TLI_2017_1",47.6,6
"95","29","6","0.291666667","2.396666667",NA,"0.257362356","0.986111111","0.224425","7.149",23.6666666666667,"WGN07C34_TLI_2017_1",28.8,5
"100","72","8","0.740425532","3.233333333","19.75265","0.467241379","0.740425532","0.623815","6.785",29,"WGN07C35_TLI_2017_1",54.4,8
"90","95","10","0.84","2.933333333",NA,"0.296","0.75","0.6174965","9",25,"WGN07C36_TLI_2017_1",45.6,7
"90","92","9.666666667","0.794117647","2.856666667",NA,"0.259229209","0.833333333","0.443554545","5.947",28.3333333333333,"WGN07C38_TLI_2017_1",44,6
"120","126","9.666666667","0.852941176","3.23",NA,"0.299304893","0.901960784","0.502019091","5.762",30.6666666666667,"WGN07C39_TLI_2017_1",39.2,7
"115","101","7.333333333","1.047169811","2.593333333",NA,"0.415255293","0.688679245","0.5154305","7.656",24.3333333333333,"WGN07C40_TLI_2017_1",36.4,9
"90","113","8.333333333","0.964285714","2.723333333",NA,"0.435767442","1.023809524","0.601065","6.625",28.6666666666667,"WGN07C42_TLI_2017_1",33,8
"95","137","8.333333333","0.861878453","2.99",NA,"0.374222222","0.994475138","0.549168889","6.291",30,"WGN07C45_TLI_2017_1",36,6
"100","98","8.666666667","0.844660194","3",NA,"0.385556465","0.912621359","0.7156816","6.757",31.3333333333333,"WGN07C46_TLI_2017_1",36.4,7
"100","126","8","0.975369458","3.1",NA,"0.421467391","0.906403941","0.699744","7.242",30.6666666666667,"WGN07C47_TLI_2017_1",48,8
"115","104","7.666666667","1.081081081","3.3","44.66171","0.49312763","0.837837838","0.799571","7.516",31,"WGN07C49_TLI_2017_1",48,10
"100","128","8","0.696969697","2.886666667",NA,"0.322222222","0.818181818","0.4020308","6.145",27,"WGN07C52_TLI_2017_1",39,6
"105","87","9.666666667","1.291866029","3.23",NA,"0.470636331","0.928229665","0.8171935","6.155",32.3333333333333,"WGN07C53_TLI_2017_1",57,8
"85","45","8.666666667","0.722513089","3.313333333",NA,"0.496978022","0.732984293","0.4876711","5.079",23.3333333333333,"WGN07C57_TLI_2017_1",52,6
"100","67","10.33333333","0.830357143","3.503333333",NA,"0.378071765","0.794642857","0.62565","5.941",29.6666666666667,"WGN07C60_TLI_2017_1",64,8
"90","69","8","0.838983051","3.176666667",NA,"0.487951807","0.703389831","0.621152","6.696",27.6666666666667,"WGN07C61_TLI_2017_1",42,6
"115","112","7.333333333","0.776785714","3.14",NA,"0.499706745","0.830357143","0.660085","6.085",31,"WGN07C62_TLI_2017_1",52,6
"100","83","8.333333333","0.879310345","3.51",NA,"0.514565217","0.793103448","0.787015","6.607",30.6666666666667,"WGN07C64_TLI_2017_1",60,7
"110","80","8.666666667","0.982758621","3.233333333",NA,"0.460911371","0.793103448","0.76187","6.612",30.6666666666667,"WGN07C65_TLI_2017_1",53.2,7
"65","41","8","0.674157303","2.72",NA,"0.206121575","0.820224719","0.249255","7.4",24.3333333333333,"WGN07D02_TLI_2017_1",52,5
"95","127","6","0.662068966","2.27",NA,"0.366550117","0.910344828","0.254176923","5.586",22,"WGN07D03_TLI_2017_1",24,5
"120","115","8","0.965217391","2.866666667",NA,NA,"0.756521739",NA,"8.534",29,"WGN07D04_TLI_2017_1",43.2,7
"85","21","9","0.405405405","3.68",NA,"0.307070707","0.594594595","0.4002649","7.184",22,"WGN07D05_TLI_2017_1",56,5
"65","22","8","0.193548387","2.656666667",NA,"0.134057971","0.741935484","0.1590555","6.957",23,"WGN07D06_TLI_2017_1",32,5
"95","96","7.333333333","0.903225806","2.603333333",NA,"0.570005337","0.784946237","0.67997","7.048",24.3333333333333,"WGN07D08_TLI_2017_1",48,5
"90","85","9","0.845454545","3.256666667",NA,"0.249287749","0.709090909","0.521065","9.724",26,"WGN07D09_TLI_2017_1",41.6,8
"60","28","8","0.072874494","3.45",NA,"0.411160714","0.680161943","0.5966965","7.554",28,"WGN07D10_TLI_2017_1",45.6,6
"110","81","7","0.918660287","3.406666667",NA,"0.500776398","0.880382775","0.5528064","5.286",30.6666666666667,"WGN07D11_TLI_2017_1",53.2,6
"95","59","10","1.128712871","3.203333333",NA,"0.263241107","0.910891089","0.528028182","7.114",30.6666666666667,"WGN07D13_TLI_2017_1",68,8
"110","97","9","0.907563025","3.373333333",NA,"0.50035461","0.789915966","0.886871","6.688",31.3333333333333,"WGN07D14_TLI_2017_1",54,7
"100","98","8","0.846153846","3.113333333",NA,"0.334375","0.820512821","0.5204032","6.546",32,"WGN07D15_TLI_2017_1",39.2,8
"95","67","10","0.917030568","3.316666667",NA,"0.253125","0.698689956","0.482866","8.673",26.6666666666667,"WGN07D16_TLI_2017_1",52.8,8
"105","106","9.333333333","0.834782609","3.466666667",NA,"0.240739374","0.765217391","0.459339091","7.138",29.3333333333333,"WGN07D17_TLI_2017_1",50.4,8
"125","111","9","1.268041237","2.743333333",NA,"0.320542636","0.886597938","0.5622397","6.991",28.6666666666667,"WGN07D19_TLI_2017_1",50.4,7
"110","92","8.333333333","1.096153846","3.22",NA,"0.280330579","0.951923077","0.496576364","6.973",33,"WGN07D21_TLI_2017_1",64,8
"80","86","9","0.862745098","2.693333333",NA,"0.389333333","0.980392157","0.4550392","5.291",25,"WGN07D22_TLI_2017_1",33.6,6
"110","166","10.33333333","0.954545455","2.803333333",NA,"0.336013622","0.704545455","0.676510545","7.641",31,"WGN07D25_TLI_2017_1",39,8
"80","118","10.33333333","0.766666667","2.866666667",NA,"0.326350564","0.922222222","0.509418","6",27.6666666666667,"WGN07D26_TLI_2017_1",42,7
"80","137","9.666666667","0.829787234","3.273333333",NA,"0.325418719","0.744680851","0.446976","6.474",23.3333333333333,"WGN07D27_TLI_2017_1",41.6,6
"90","48","10.33333333","1.018867925","3.126666667",NA,"0.271908886","0.811320755","0.498857727","5.972",28.6666666666667,"WGN07D30_TLI_2017_1",50.4,7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN07D31_TLI_2017_1",NA,NA
"85","54","9.333333333","0.821052632","2.82",NA,"0.316943522","0.905263158","0.46222","5.988",28.6666666666667,"WGN07D32_TLI_2017_1",57.2,7
"95","63","8","1.121212121","2.363333333",NA,"0.4671875","0.727272727","0.5744772","7.014",24,"WGN07D33_TLI_2017_1",44.8,6
"95","43","6.666666667","1","2.266666667",NA,"0.561159263","0.946666667","0.476419231","6.16",23.6666666666667,"WGN07D34_TLI_2017_1",36.4,8
"95","71","8.333333333","0.902654867","2.706666667",NA,"0.446482759","0.769911504","0.509832","5.329",29,"WGN07D35_TLI_2017_1",57.6,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN07D36_TLI_2017_1",NA,NA
"85","51","9","0.87","3.206666667",NA,"0.291575092","0.91","0.474621","5.821",30.3333333333333,"WGN07D38_TLI_2017_1",39.6,6
"80","86","9.333333333","0.574162679","3.266666667",NA,"0.377678571","0.842105263","0.689303","7.081",29.3333333333333,"WGN07D42_TLI_2017_1",48,6
"105","77","9","1.040816327","3.06",NA,"0.396514161","0.867346939","0.715644444","8.354",28.3333333333333,"WGN07D43_TLI_2017_1",38,8
"80","66","7.666666667","0.742268041","3.063333333",NA,"0.240980574","0.969072165","0.370337778","7.118",31.3333333333333,"WGN07D48_TLI_2017_1",64.4,7
"100","69","10.33333333","0.796875","3.37",NA,"0.385121791","0.765625","0.785652","6.679",32.6666666666667,"WGN07D50_TLI_2017_1",47.6,6
"95","65","9.333333333","0.707317073","3.39",NA,"0.251870412","0.74796748","0.575396364","8.69",30.6666666666667,"WGN07D51_TLI_2017_1",71.4,6
"100","112","8.333333333","0.857142857","3.27",NA,"0.474606742","0.847619048","0.734536","6.31",29.6666666666667,"WGN07D52_TLI_2017_1",61.2,7
"110","124","9.666666667","0.820754717","3.223333333",NA,"0.330125047","0.858490566","0.703735","7.356",30.3333333333333,"WGN07D53_TLI_2017_1",46.8,6
"90","24","10","0.743362832","3.076666667",NA,"0.36","0.663716814","0.53392","7",25,"WGN07D54_TLI_2017_1",48,6
"100","57","8.333333333","0.954545455","3.153333333",NA,"0.343636364","0.8","0.503632273","7.227",29.3333333333333,"WGN07D55_TLI_2017_1",55.2,7
"95","73","9.666666667","0.87","3.6",NA,"0.241455097","0.91","0.42975","6.748",30.3333333333333,"WGN07D56_TLI_2017_1",57.2,8
"70","49","10","0.659685864","3.593333333",NA,"0.172987013","0.806282723","0.2324394","5.354",25.6666666666667,"WGN07D57_TLI_2017_1",81,6
"70","60","9.666666667","0.82300885","3.916666667",NA,"0.249655172","0.796460177","0.4045395","6.915",30,"WGN07D59_TLI_2017_1",43.2,7
"100","70","10.66666667","0.836065574","3.343333333",NA,"0.3625","0.737704918","0.724272","7.542",30,"WGN07D60_TLI_2017_1",50.4,7
"110","83","8","1.047169811","3.393333333",NA,"0.521691176","0.641509434","0.6991088","7.72",22.6666666666667,"WGN07D62_TLI_2017_1",43.2,7
"95","38","8.666666667","0.626086957","3.113333333",NA,"0.16025641","0.730434783","0.231640556","7.465",28,"WGN07D63_TLI_2017_1",53.2,6
"95","48","9.666666667","0.861244019","3.216666667",NA,"0.359759852","0.803827751","0.536895","5.586",28,"WGN07D64_TLI_2017_1",46.8,6
"135","87","7.666666667","0.715384615","3.21",NA,"0.44057971","0.623076923","0.561224","8.125",27,"WGN15C01_TLI_2017_1",28.8,6
"105","79","8.333333333","0.966824645","3.236666667",NA,"0.415804196","0.739336493","0.564256364","6.391",26,"WGN15C03_TLI_2017_1",44.8,6
"135","94","9.666666667","0.80952381","2.983333333",NA,"0.269341693","0.595238095","0.526424364","7.775",25,"WGN15C04_TLI_2017_1",54,6
"120","98","8.666666667","0.775862069","2.786666667",NA,"0.463942308","0.620689655","0.61465","8.296",24,"WGN15C05_TLI_2017_1",44.8,6
"120","127","7","0.919354839","2.976666667",NA,"0.360338346","0.612903226","0.471598","8.387",25.3333333333333,"WGN15C06_TLI_2017_1",41.6,6
"95","84","9","0.772277228","3.096666667",NA,"0.307956104","0.801980198","0.530913333","7.575",27,"WGN15C08_TLI_2017_1",36,5
"115","81","8.333333333","0.810218978","2.92",NA,"0.480731707","0.598540146","0.668955","7.13",27.3333333333333,"WGN15C09_TLI_2017_1",42,6
"135","125","7.333333333","1.08","2.603333333",NA,"0.444814341","0.71","0.506096","6.91",23.6666666666667,"WGN15C10_TLI_2017_1",51.2,6
"135","137","8.666666667","0.897196262","2.786666667",NA,"0.333893379","0.719626168","0.565427273","7.775",25.6666666666667,"WGN15C14_TLI_2017_1",57.6,6
"130","120","8","1.05","3.266666667",NA,"0.434638554","0.691666667","0.537768","6.274",27.6666666666667,"WGN15C15_TLI_2017_1",47.6,7
"120","109","8.666666667","0.801526718","3.076666667",NA,"0.285067873","0.648854962","0.566156667","8.548",28.3333333333333,"WGN15C16_TLI_2017_1",51,6
"140","101","8.333333333","0.522727273","2.666666667",NA,"0.413260274","0.553030303","0.612339","7.427",24.3333333333333,"WGN15C17_TLI_2017_1",30.8,5
"125","143","9.333333333","0.883561644","3.846666667",NA,"0.276866883","0.602739726","0.585996","8.231",29.3333333333333,"WGN15C18_TLI_2017_1",39,6
"120","106","8.666666667","0.769230769","3.09",NA,"0.376923077","0.769230769","0.732647","8.553",30,"WGN15C19_TLI_2017_1",38.4,6
"125","74","8.333333333","0.813559322","3.126666667",NA,"0.471315789","0.644067797","0.704295","7.557",25.3333333333333,"WGN15C20_TLI_2017_1",33.8,6
"95","83","7.333333333","0.771428571","2.573333333",NA,"0.432","0.714285714","0.556869","7.733",25,"WGN15C22_TLI_2017_1",36,6
"130","11","8.333333333","0.917355372","2.826666667",NA,"0.34464","0.619834711","0.54963","9.918",25,"WGN15C23_TLI_2017_1",36.4,6
"100","73","9","0.6359447","3.223333333",NA,"0.378958669","0.6359447","0.498844444","6.569",23,"WGN15C28_TLI_2017_1",57.6,6
"100","115","6.666666667","0.43902439","2.48",NA,"0.316776316","0.741463415","0.356369","8.813",25.3333333333333,"WGN15C29_TLI_2017_1",38.4,6
"135","79","9","0.677419355","3.103333333",NA,"0.381521739","0.741935484","0.71632","7",30.6666666666667,"WGN15C32_TLI_2017_1",42,6
"125","123","8","0.640776699","2.683333333",NA,"0.512473739","0.660194175","0.609046429","6.888",22.6666666666667,"WGN15C33_TLI_2017_1",36.4,6
"125","102","9","0.630252101","3.083333333",NA,"0.384649123","0.638655462","0.6086","7.963",25.3333333333333,"WGN15C35_TLI_2017_1",39,6
"125","107","7.666666667","0.61682243","3.233333333",NA,"0.586956522","0.535825545","0.817269091","6.481",28.6666666666667,"WGN15C37_TLI_2017_1",50.4,6
"115","93","8.666666667","0.95","2.883333333",NA,"0.360875332","0.725","0.625949","8.824",29,"WGN15C38_TLI_2017_1",48,6
"120","69","7.666666667","0.207612457","2.62",NA,"0.316726343","0.588235294","0.515816","7.613",28.3333333333333,"WGN15C40_TLI_2017_1",44.8,5
"110","31","8","0.148514851","3.12",NA,"0.310446009","0.702970297","0.384042222","6.682",23.6666666666667,"WGN15C41_TLI_2017_1",36.4,5
"120","121","8","0.5859375","3.303333333",NA,"0.476656627","0.6484375","0.723508","7.225",27.6666666666667,"WGN15C42_TLI_2017_1",39,6
"130","87","5.666666667","1.010989011","3.703333333",NA,"0.634656272","0.608058608","0.780235","9.787",27.6666666666667,"WGN15C43_TLI_2017_1",51,7
"105","103","8","0.678733032","2.623333333",NA,"0.385942761","0.733031674","0.447198182","6.709",27,"WGN15C44_TLI_2017_1",26,6
"105","100","8.333333333","0.548076923","2.573333333",NA,"0.422181818","0.740384615","0.6406815","7.971",25.6666666666667,"WGN15C46_TLI_2017_1",30.8,6
"130","114","8.666666667","0.725806452","3.356666667",NA,"0.299344406","0.709677419","0.535075","7.906",29.3333333333333,"WGN15C47_TLI_2017_1",42,6
"115","96","7","0.576923077","2.376666667",NA,"0.227658187","0.701923077","0.248942222","6.902",24.3333333333333,"WGN15C48_TLI_2017_1",28.8,6
"140","103","8.666666667","0.181818182","3.12",NA,"0.338977486","0.621212121","0.521985","8.292",27.3333333333333,"WGN15C49_TLI_2017_1",37.4,5
"95","71","8.666666667","0.741935484","3.386666667",NA,"0.348717949","0.870967742","0.5601075","7.687",27,"WGN15C52_TLI_2017_1",39,6
"80","35","8","0.123076923","2.736666667",NA,"0.220238095","0.646153846","0.233576","7.129",21,"WGN15C53_TLI_2017_1",38.4,5
"125","131","9","0.648648649","3.406666667",NA,"0.35962963","0.810810811","0.562408","6.681",30,"WGN15C54_TLI_2017_1",45,6
"120","86","9.666666667","0.568965517","3.106666667",NA,"0.347586207","0.732758621","0.787915","9.673",28.3333333333333,"WGN15C56_TLI_2017_1",57.6,6
"120","84","7","0.638297872","3.476666667",NA,"0.298412698","0.574468085","0.479494","9.4",27,"WGN15C57_TLI_2017_1",44.8,6
"120","83","7","0.772058824","3.33",NA,"0.380124224","0.676470588","0.637484","7.908",30.6666666666667,"WGN15C59_TLI_2017_1",41.6,7
"130","144","8.333333333","0.818181818","2.823333333",NA,"0.392963855","0.754545455","0.68288","8.522",27.6666666666667,"WGN15C60_TLI_2017_1",51,6
"110","69","8.333333333","0.832653061","2.7",NA,"0.366428571","0.685714286","0.6174605","8.372",28,"WGN15C62_TLI_2017_1",48,6
"105","61","9.666666667","0.66359447","2.623333333",NA,"0.194432904","0.764976959","0.3813368","7.404",27.6666666666667,"WGN15C63_TLI_2017_1",51,6
"125","135","9","0.686440678","3.24",NA,"0.494915254","0.5","0.611282","7.8",19.6666666666667,"WGN15C64_TLI_2017_1",36,6
"105","62","7","0.379746835","3.296666667",NA,"0.510582011","0.683544304","0.5829235","6.831",27,"WGN15C65_TLI_2017_1",64.8,6
"105","95","9.333333333","0.5625","3.103333333",NA,"0.299235575","0.822916667","0.359761364","5.088",26.3333333333333,"WGN15D03_TLI_2017_1",44.8,6
"125","112","8.333333333","0.746987952","3.253333333",NA,"0.456444444","0.65060241","0.705966","7.5",27,"WGN15D04_TLI_2017_1",61.2,6
"130","146","9","0.708860759","3.126666667",NA,"0.337254902","0.717299578","0.6136415","8.659",28.3333333333333,"WGN15D05_TLI_2017_1",45,6
"110","75","7.666666667","0.795180723","3.62",NA,"0.452006689","0.626506024","0.502524","7.596",26,"WGN15D07_TLI_2017_1",54.4,6
"120","113","8.666666667","0.682926829","2.746666667",NA,"0.363727182","0.62601626","0.572652727","7.91",25.6666666666667,"WGN15D08_TLI_2017_1",39.2,6
"130","132","8.666666667","0.610619469","2.686666667",NA,"0.372","0.663716814","0.566456","8.263",25,"WGN15D09_TLI_2017_1",33.6,6
"130","113","9.666666667","0.798387097","3.503333333",NA,"0.353901996","0.612903226","0.665363333","8.504",25.3333333333333,"WGN15D10_TLI_2017_1",57.6,6
"125","163","8.666666667","0.125","2.763333333",NA,"0.305913462","0.666666667","0.489533","6.822",26.6666666666667,"WGN15D13_TLI_2017_1",39.2,5
"125","60","8.666666667","0.875","3.123333333",NA,"0.505722326","0.569444444","0.7163465","6.955",27.3333333333333,"WGN15D14_TLI_2017_1",47.6,7
"120","98","7","0.761904762","3.133333333",NA,"0.515306122","0.666666667","0.775247778","8.328",28,"WGN15D15_TLI_2017_1",61.2,6
"110","114","8.333333333","0.806722689","3.493333333",NA,"0.550356164","0.613445378","0.776048","7.87",24.3333333333333,"WGN15D16_TLI_2017_1",39.2,6
"135","128","7.333333333","0.712230216","2.55",NA,"0.383766234","0.604316547","0.483056","7.224",28,"WGN15D17_TLI_2017_1",36.4,6
"115","117","8","0.595588235","3.343333333",NA,"0.424679487","0.573529412","0.696453333","9.124",26,"WGN15D18_TLI_2017_1",47.6,6
"115","59","8.333333333","0.42","2.65",NA,"0.407","0.72","0.427989","5.91",24,"WGN15D19_TLI_2017_1",33.6,6
"145","119","7.666666667","1.014492754","3.01",NA,"0.356710775","0.666666667","0.5001335","8.902",23,"WGN15D20_TLI_2017_1",48,6
"105","105","9.333333333","0.45","2.536666667",NA,"0.382083825","0.825","0.46948","6.797",22,"WGN15D21_TLI_2017_1",30.8,5
"115","52","7.666666667","0.796460177","3.026666667",NA,"0.474713959","0.672566372","0.56454","6.725",25.3333333333333,"WGN15D22_TLI_2017_1",45,6
"120","81","7","0.607003891","2.856666667",NA,"0.438878843","0.614785992","0.587141","7.51",26.3333333333333,"WGN15D23_TLI_2017_1",42,6
"115","41","7","0","2.293333333",NA,"0.452316602","0.787234043","0.513604","8.094",24.6666666666667,"WGN15D24_TLI_2017_1",31.2,5
"125","130","9","0.831932773","3.203333333",NA,"0.444055944","0.655462185","0.761538182","7.8",26,"WGN15D25_TLI_2017_1",45,6
"115","117","7.666666667","0.697674419","2.68",NA,"0.266653551","0.790697674","0.414829231","7.989",28.3333333333333,"WGN15D26_TLI_2017_1",24,6
"105","83","8.666666667","0.860869565","3.06",NA,"0.377622378","0.730434783","0.653316364","8.282",28,"WGN15D27_TLI_2017_1",26,6
"150","79","8","0.699029126","2.676666667",NA,"0.412012987","0.747572816","0.543084","8.385",25.6666666666667,"WGN15D28_TLI_2017_1",33.6,6
"100","99","8.666666667","0.792","3.036666667",NA,"0.424038462","0.576","0.6350295","7.919",24,"WGN15D29_TLI_2017_1",44.8,6
"125","99","7.666666667","0.84375","2.913333333",NA,"0.333333333","0.5859375","0.471007778","9.325",25,"WGN15D30_TLI_2017_1",39,7
"125","94","10","0.605042017","3.196666667",NA,"0.335390947","0.680672269","0.580408889","7.295",27,"WGN15D31_TLI_2017_1",33.6,6
"110","109","7","0.815533981","2.92",NA,"0.333834586","0.737864078","0.390117","6.948",25.3333333333333,"WGN15D32_TLI_2017_1",28.6,6
"125","111","7","0.25862069","2.416666667",NA,"0.358803987","0.74137931","0.443696","7.058",28.6666666666667,"WGN15D33_TLI_2017_1",39.2,6
"95","20","5.333333333","0.195348837","2.65",NA,"0.504158513","0.679069767","0.492925714","8.929",24.3333333333333,"WGN15D34_TLI_2017_1",33.8,5
"135","105","9","0.76744186","3.34",NA,"0.3875","0.620155039","0.598086","8.141",26.6666666666667,"WGN15D36_TLI_2017_1",33.6,6
"105","79","8.333333333","0.384615385","2.953333333",NA,"0.328153846","0.666666667","0.5234115","8.392",26,"WGN15D37_TLI_2017_1",36,6
"120","47","8.333333333","0.230769231","2.946666667",NA,"0.395544304","0.675213675","0.6298548","7.671",26.3333333333333,"WGN15D39_TLI_2017_1",42,6
"115","133","6.333333333","0.794871795","2.47",NA,"0.509684211","0.641025641","0.607243","8.31",25,"WGN15D43_TLI_2017_1",39.2,6
"140","129","7.333333333","0.669421488","2.483333333",NA,"0.324769433","0.570247934","0.42292","8.357",23,"WGN15D44_TLI_2017_1",38.4,6
"125","123","7.333333333","0.893023256","2.813333333",NA,"0.171150278","0.651162791","0.198755357","9.259",23.3333333333333,"WGN15D45_TLI_2017_1",50.4,8
"130","110","7.333333333","0.533333333","2.203333333",NA,"0.269868035","0.688888889","0.2722935","7.682",20.6666666666667,"WGN15D46_TLI_2017_1",61.2,6
"135","116","9.333333333","0.865116279","3.1",NA,"0.459304511","0.706976744","0.7786115","7.787",25.3333333333333,"WGN15D47_TLI_2017_1",57.6,6
"115","92","8","0.409090909","2.373333333","17.709125","0.316","0.681818182","0.5036625","8.75",25,"WGN15D48_TLI_2017_1",49.4,5
"110","88","10.33333333","0.615969582","3.343333333",NA,"0.36853587","0.623574144","0.552499091","6.4",27.3333333333333,"WGN15D51_TLI_2017_1",33.6,6
"100","58","7.333333333","0.514285714","3.163333333",NA,"0.274363636","0.714285714","0.3852335","7.785",25,"WGN15D52_TLI_2017_1",39.2,5
"120","82","7","0.947368421","2.853333333",NA,"0.407482993","0.614035088","0.457872222","9.2",23.3333333333333,"WGN15D57_TLI_2017_1",31.2,6
"125","107","10","0.69527897","2.96",NA,"0.293684211","0.652360515","0.54464","8.344",25.3333333333333,"WGN15D58_TLI_2017_1",47.6,6
"130","78","8.666666667","0.63559322","3",NA,"0.300848416","0.720338983","0.632855","9.75",28.3333333333333,"WGN15D59_TLI_2017_1",36,6
"125","117","8.333333333","0.976744186","3.516666667",NA,"0.388046512","0.666666667","0.761708","13.811",28.6666666666667,"WGN15D60_TLI_2017_1",47.6,6
"110","86","8","0.447368421","2.65",NA,"0.397711268","0.622807018","0.52947","7.841",23.6666666666667,"WGN15D61_TLI_2017_1",33.6,6
"125","54","8","0.372093023","2.676666667",NA,"0.35745614","0.589147287","0.506025","7.889",25.3333333333333,"WGN15D63_TLI_2017_1",36.4,6
"120","122","8.333333333","0.836538462","3.123333333",NA,"0.520457143","0.673076923","0.577896","6.879",23.3333333333333,"WGN15D65_TLI_2017_1",44.8,6
"110","59","8.333333333","0.72","3.286666667",NA,"0.4002457","0.592","0.513079091","7.675",24.6666666666667,"WGN26C02_TLI_2017_1",45.6,6
"125","90","8","0.669642857","3.323333333",NA,"0.394152196","0.794642857","0.771514545","8.616",29.6666666666667,"WGN26C04_TLI_2017_1",50.4,6
"85","36","6.666666667","0.52173913","2.9",NA,"0.146076923","0.565217391","0.1027675","6",21.6666666666667,"WGN26C05_TLI_2017_1",44.8,5
"120","56","7","0.895522388","3.763333333",NA,"0.38630137","0.544776119","0.5460275","9.762",24.3333333333333,"WGN26C06_TLI_2017_1",63,6
